team,season,week,opponent_team,completions_ewma,passing_yards_ewma,passing_tds_ewma,rushing_yards_ewma,sacks_suffered_ewma,rushing_tds_ewma,completion_pct_ewma,turnovers_offense_ewma,turnovers_defense_ewma,turnover_margin_ewma,def_tackles_for_loss_ewma,penalty_yards_ewma,fg_pct_ewma,pat_pct_ewma
ARI,2025,18,LA,22.6178739746177,248.73434318643527,1.9214946434809856,75.92110993246781,4.229323161658983,0.04486078342103039,0.6403716521502437,1.1983214386479104,0.21443088714301436,-0.983890551504896,3.6296249587597313,41.46598115526574,0.815592729715702,1.0
ATL,2025,18,NO,18.17383986901156,188.1243234493268,1.2780893668704256,120.4882517936767,2.033052880489677,0.585312361414656,0.6012249162617577,0.9608215709876223,1.489242012241101,0.5284204412534785,5.706962585989939,47.05062376001372,0.8906451498795008,0.9502319831578947
BAL,2025,18,PIT,13.4449799806976,184.87419558074123,1.692680740326605,190.93893160486832,2.2324249045499904,1.5798763684036607,0.6821272817958675,1.0127610066436097,0.6179320074338305,-0.3948289992097792,2.9023506000838655,52.379205960420556,0.7249199285540167,0.9740057602655933
BUF,2025,19,JAX,23.40417459093373,248.03415284481,1.663897733937234,136.34101660759097,1.6072269812137983,1.7867212462948352,0.742489802336863,0.275173449007104,1.1315689247080447,0.8563954757009409,3.9191325263462398,36.33815729391796,0.9928545011301864,0.8150902423552
CAR,2025,19,LA,20.18437380620157,219.12874927901638,1.2564496156445901,76.4684227989694,1.4902458387778765,1.413937843588301,0.6009639660098495,1.2845378045516187,1.5403749878202369,0.25583718326861826,3.560042993773445,39.550214391124456,0.742427555823616,0.9939593229365895
CHI,2025,19,GB,21.959810841555765,292.0742074652007,1.9746315223393893,102.40230862555053,0.8984130139507918,0.8641307643805696,0.5519894286730935,1.1150223266073804,0.6235664871889306,-0.49145583941845,2.6514656361001783,26.861147764714367,0.962304538566134,1.0
CIN,2025,18,CLE,27.112396494248344,272.23831777844265,2.604294098799821,121.57286609720443,2.2164518834339844,1.072403420184576,0.7255835221533121,1.1735403160666111,0.431917680033792,-0.7416226360328192,3.8793513974628353,34.347066788734566,0.9913231958441558,0.552
CLE,2025,18,CIN,15.28263613666427,158.41419590121552,0.6131851696472065,105.02612680067645,4.05600899825664,0.24153873652776958,0.591324085271348,1.621389506707456,0.638750675697664,-0.982638831009792,4.143512335666381,41.160410204412315,0.9941666476635621,0.9996786715096662
DAL,2025,18,NYG,19.00781411652731,236.328142094218,0.9922613478555649,147.44428671289918,2.0925172398292995,1.327743142264832,0.5994255062377087,1.209087800410112,0.10713761588183039,-1.1019501845282815,5.660652122413466,78.17907290810614,0.698509568,0.99982585741312
DEN,2025,18,LAC,21.337337839242444,208.62294553755646,0.8108265219883007,114.14318817603093,2.2460010764763134,0.67054906097664,0.6419646943455274,0.6816564453507071,0.6888834754871296,0.0072270301364224,4.483600412632678,37.88831687414251,0.9247297134455844,1.0
DET,2025,18,CHI,25.168993568509133,298.0193945628246,1.5333724571631615,90.52697212619326,3.1778265440845828,0.3875172157882368,0.6392734733993446,1.8804034641657856,0.6190371937583105,-1.2613662704074755,3.8347618730115074,33.83948790695198,0.874685182904859,0.987122944
GB,2025,19,CHI,17.852405080019437,228.27670708377093,2.0777963633115135,113.77719690704191,2.0494429063531725,0.4116535633575936,0.5917899543527342,0.5231074092908543,0.8644445198522778,0.34133711056142346,3.101690716937257,52.85824182308569,0.5901410318772831,0.8624451745641095
HOU,2025,19,PIT,19.400023579679786,231.65664724420918,1.2449901329278568,136.77528711279413,1.4325937895571457,0.7174396856133223,0.6117091253322794,1.513918134728786,1.0496580334649344,-0.4642601012638516,6.716602763348542,55.58877160216986,0.9890303696109568,0.9
IND,2025,18,HOU,20.369790614595175,227.98367318478682,1.5547291049984,78.1961790108074,1.466796510969856,0.9519092038107136,0.6126252743012445,1.72492567150592,0.4536116032045056,-1.2713140683014144,4.076709344536166,57.21528371358597,0.9961300390103579,0.97824461824
JAX,2025,19,BUF,20.64067439565865,244.87131632453026,2.586810960693166,115.38351251129369,1.730463142814679,0.7871750022797721,0.6432473881930787,1.2345609127421542,1.0892401707476582,-0.14532074199449607,3.196935259236598,26.95494952860909,0.7966836530165221,0.9991292870656
KC,2025,18,LV,16.63603950720123,141.23231008060864,0.40306024660991996,80.48715406902559,4.79434446995456,0.19283346210816,0.580058507027491,1.1926816477282305,0.914004857847808,-0.2786767898804224,5.674937702717849,41.81392064165315,0.9292044756406473,0.9815317509956786
LA,2025,19,CAR,24.153241144484166,300.92619680169463,3.0257503604401768,129.6479666404642,1.2370835542520628,0.7910217361614439,0.5983396743296624,0.94924487409664,0.9012893542816154,-0.04795551981502468,3.9237661565662005,50.03118741037777,0.9694683124561644,0.9993139169060454
LAC,2025,19,NE,19.578925153036533,179.8462685969095,0.46695779944759297,102.06635977020801,4.667420792747459,0.36779452009021435,0.5963964119336104,1.1801033420465767,0.9958660870320947,-0.18423725501448196,6.304314651234796,26.885257561667007,0.92571572224,0.8
LV,2025,18,KC,16.11512746999808,149.73713968484844,0.7435906783051776,92.79580060973792,3.5923305252519935,0.1529741909753856,0.5866559141520142,1.1906606875475967,0.4694901333753856,-0.7211705541722112,6.058729730395341,35.86459705792922,0.9639033855889484,0.9961227700831026
MIA,2025,18,NE,16.392397187271886,175.69525019420917,1.1495525484396543,108.61603324259205,2.6922870127525886,0.663419540865024,0.6531594051000107,1.4050116414144511,0.6973545529344,-0.7076570884800513,3.319564216041472,50.16944347090125,0.9964168192,0.995153462603878
MIN,2025,18,GB,16.30465769057157,171.77841817252659,0.36069412452433924,131.07559772731474,3.531619319919411,1.2738179078619136,0.6425267526899398,1.016061324250317,0.7495760343465984,-0.2664852899037184,6.722095134408704,32.9274381910016,0.997263109928421,1.0
NE,2025,19,LAC,19.192755251180994,262.4538734451766,1.6605353978586725,167.46462623804163,2.82474325970518,1.4411721445107302,0.6861418395468356,1.0645523792042395,0.468501959049216,-0.5960504201550234,6.416178486250046,39.90221099714478,0.7247475230559016,0.9999247704024679
NO,2025,18,ATL,23.917670551302965,283.0217926024364,1.3528294574129152,100.62187019141776,3.382134230174925,0.8841757269753856,0.701947350752325,1.3770837763948545,0.67268378066944,-0.7043999957254143,7.644529013981185,54.88276183501373,0.6545429187723264,1.0
NYG,2025,18,DAL,19.213846270423858,197.71638117615535,1.1469552113549313,148.61530477415627,3.1552284813819904,1.3590376277868546,0.6493137834117307,0.7176134390185984,1.0577881177391104,0.34017467872051205,6.285107169099776,61.44270500334797,0.880499944598338,0.991966182178816
NYJ,2025,18,BUF,16.356207713425817,125.37836083327795,0.565505412726784,99.75839210852843,2.5582447020408834,0.40923635753287674,0.5573894583631961,1.0055285538422785,0.0,-1.0055285538422785,3.374244145941709,42.48461507548938,0.98272,1.0
PHI,2025,19,SF,19.16535051773149,185.7038687561161,1.182008174981939,123.22249692846228,1.5592089268741736,0.929381723200553,0.5751586253856614,0.41889881826263037,1.2927358234945128,0.8738370052318822,3.780508126343332,65.59702605233652,0.884190048256,0.7813376
PIT,2025,19,HOU,22.706383788960643,205.0627192396605,0.5011776925650124,100.67439942060344,2.769440997871452,0.8653975613865983,0.5970019867974491,0.9602068607192269,1.048652559619195,0.08844569889996799,3.943270075662336,37.9609536230169,0.9090805544586826,0.8245614035087719
SEA,2025,18,SF,19.748003829737062,205.40517267603457,0.7540169418866687,156.5961664058622,2.4443908885643264,1.253759379472384,0.6967517503338442,1.0765900710543361,0.994870835347456,-0.08171923570688,4.078628707926016,34.737228339085306,0.79455123611648,1.0
SF,2025,19,PHI,20.536953150531176,246.8469253654433,2.338470472085668,99.51179867867185,1.5174881149045967,0.6056589901824001,0.6652967074435342,1.4031997457373593,0.5511262406744474,-0.852073505062912,5.167399533563085,27.320232627736413,0.9618482003656276,0.8141984787735533
TB,2025,18,CAR,20.72882482391941,229.28222628929208,1.3394024744943616,119.01641935367046,2.4279744116621313,0.3557992747106304,0.6896536944993599,1.47187290800128,0.664864693878784,-0.8070082141224961,3.959582449513267,43.94739430490112,0.7785434652930695,0.9998762671093221
